VisitNumber,TripType,Weekday,UpcCount,ScanCount,DepartmentCount,FinelineCount
81722,999,3,2,2,1,2
81723,39,3,4,5,4,4
81725,22,3,2,2,1,2
81726,27,3,1,5,1,1
81727,19,3,1,1,1,1
81729,3,3,2,2,1,2
81730,5,3,1,1,1,1
81732,9,3,3,3,1,3
81733,15,3,4,7,3,4
81734,999,3,2,-2,1,2
81737,18,3,3,4,2,3
81739,3,3,2,2,1,2
81743,9,3,1,1,1,1
81748,28,3,2,2,2,2
81749,999,3,2,-2,1,2
81750,3,3,2,2,1,2
81752,30,3,3,4,1,3
81754,8,3,2,2,1,2
81755,9,3,3,3,2,3
81760,7,3,4,4,4,4
81764,39,3,8,14,4,7
81766,39,3,6,6,4,6
81769,7,3,3,3,2,3
81770,9,3,2,3,2,2
81771,8,3,2,2,2,2
81772,9,3,1,1,1,1
81773,39,3,7,7,5,7
81776,9,3,1,1,1,1
81778,999,3,1,-2,1,1
81779,5,3,0,2,1,0
81780,8,3,2,2,2,2
81783,9,3,1,1,1,1
81787,40,3,55,79,17,53
81788,27,3,6,10,4,5
81789,35,3,5,5,4,5
81790,44,3,26,37,13,21
81792,999,3,5,-5,1,5
81794,35,3,3,6,2,2
81797,20,3,4,5,3,4
81798,8,3,2,2,1,2
81800,5,3,0,1,1,0
81801,9,3,3,3,2,3
81804,27,3,5,5,5,5
81805,39,3,12,15,6,11
81809,8,3,1,1,1,1
81810,25,3,5,5,4,5
81811,37,3,26,32,5,25
81812,39,3,13,14,7,13
81814,25,3,4,4,3,4
81817,38,3,5,6,3,5
81818,5,3,2,2,1,2
81820,25,3,9,12,6,8
81822,43,3,6,8,5,5
81823,999,3,2,2,2,2
81825,999,3,1,-1,1,1
81827,32,3,1,3,1,1
81828,39,3,12,17,8,12
81829,42,3,17,33,8,13
81831,32,3,4,4,2,4
81834,9,3,2,2,2,2
81836,38,3,2,2,2,2
81837,7,3,4,4,3,4
81838,38,3,14,16,5,13
81839,7,3,1,1,1,1
81841,25,3,4,4,3,4
81843,24,3,7,8,3,6
81844,38,3,6,6,5,5
81846,9,3,1,1,1,1
81847,22,3,3,4,2,3
81848,33,3,6,6,1,6
81849,9,3,2,2,1,1
81850,8,3,2,2,2,2
81852,35,3,3,3,2,3
81855,8,3,2,2,1,1
81856,8,3,2,2,2,2
81857,999,3,1,-1,1,1
81858,5,3,2,2,1,1
81863,3,3,2,2,1,2
81864,36,3,5,5,3,4
81868,8,3,1,1,1,1
81874,36,3,9,11,4,9
81876,3,3,2,2,1,2
81879,999,3,2,2,1,2
81883,3,3,2,2,1,2
81886,999,3,1,-1,1,1
81887,8,3,2,2,1,2
81892,40,3,19,25,6,18
81893,27,3,19,21,8,19
81895,5,3,2,2,2,2
81896,37,3,4,6,3,4
81903,9,3,2,3,2,2
81904,3,3,2,2,1,2
81906,40,3,39,55,9,33
81907,9,3,2,2,1,2
81911,7,3,1,1,1,1
81912,5,3,0,1,1,0
81914,999,3,1,-1,1,1
81919,38,3,2,8,1,1
81920,8,3,1,1,1,1
81921,999,3,1,-3,1,1
81923,999,3,2,2,1,2
81924,5,3,2,2,2,2
81928,999,3,1,0,1,1
81930,32,3,4,4,3,3
81931,7,3,2,6,2,2
81935,9,3,1,1,1,1
81937,3,3,2,2,1,2
81938,35,3,6,6,3,5
81939,32,3,7,8,3,7
81940,32,3,6,5,1,2
81941,8,3,3,3,2,3
81947,8,3,3,3,3,3
81950,9,3,1,1,1,1
81951,999,3,2,2,1,2
81953,7,3,2,2,2,2
81957,5,3,0,1,1,0
81958,5,3,2,4,2,2
81959,3,3,2,2,1,2
81960,9,3,3,3,2,2
81961,24,3,5,5,3,5
81963,8,3,3,3,3,3
81968,42,3,4,4,4,4
81969,44,3,7,8,5,6
81970,38,3,3,4,2,3
81971,8,3,1,1,1,1
81972,8,3,2,2,2,2
81973,3,3,2,2,1,2
81979,999,3,1,-1,1,1
81982,8,3,3,3,3,3
81987,8,3,2,2,1,2
81988,44,3,8,8,5,7
81989,35,3,5,6,4,5
81992,9,3,1,1,1,1
81994,42,3,22,24,8,19
81995,7,3,2,2,1,2
81997,22,3,1,1,1,1
81998,39,3,4,6,3,3
82000,9,3,2,2,1,2
82001,7,3,4,5,4,4
82003,999,3,2,2,1,2
82004,7,3,1,1,1,1
82005,39,3,4,4,3,3
82006,39,3,10,11,5,7
82007,7,3,8,9,5,8
82008,24,3,5,5,3,5
82009,9,3,1,1,1,1
82012,19,3,2,2,2,2
82017,8,3,2,2,1,1
82020,40,3,26,33,9,22
82022,39,3,4,4,3,4
82023,5,3,0,1,1,0
82028,5,3,0,1,1,0
82029,999,3,1,-2,1,1
82030,31,3,3,6,1,3
82031,19,3,3,3,2,3
82034,5,3,1,1,1,1
82036,7,3,7,9,5,7
82037,21,3,3,7,2,3
82039,9,3,1,1,1,1
82040,9,3,2,2,2,2
82044,9,3,1,2,1,1
82045,8,3,2,3,1,1
82049,39,3,9,15,4,5
82051,9,3,2,2,2,2
82054,39,3,7,14,4,6
82057,9,3,2,2,2,2
82058,9,3,1,1,1,1
82059,24,3,2,3,2,2
82062,9,3,1,1,1,1
82063,9,3,2,2,1,2
82067,40,3,19,88,5,14
82068,3,3,2,2,2,2
82070,26,3,3,7,2,2
82073,999,3,4,2,3,3
82074,39,3,11,14,6,8
82075,9,3,2,2,2,2
82076,38,3,4,4,3,4
82080,9,3,1,2,1,1
82082,5,3,1,2,1,1
82083,999,3,2,2,2,2
82084,40,3,17,20,12,16
82088,8,3,3,3,2,3
82089,5,3,0,2,1,0
82091,999,3,2,2,2,2
82092,38,3,8,9,7,7
82095,9,3,2,2,2,2
82096,8,3,2,2,2,2
82097,999,3,2,2,2,2
82099,9,3,2,2,1,2
82100,25,3,3,3,2,3
82106,8,3,1,1,1,1
82112,5,3,3,4,2,3
82113,7,3,1,1,1,1
82114,43,3,7,7,4,7
82115,36,3,14,17,5,14
82121,8,3,1,2,1,1
82126,3,3,2,2,1,2
82132,43,3,7,7,5,7
82137,7,3,3,3,2,3
82138,8,3,2,3,1,2
82139,36,3,8,8,3,8
82140,999,3,1,-1,1,1
82141,24,3,5,9,2,4
82142,44,3,11,12,8,11
82143,24,3,5,6,4,5
82144,9,3,1,1,1,1
82145,5,3,3,3,3,3
82149,8,3,1,1,1,1
82151,999,3,3,1,3,3
82152,34,3,7,9,5,7
82154,9,3,1,1,1,1
82155,8,3,2,3,2,2
82158,37,3,14,16,7,13
82159,999,3,1,-1,1,1
82161,9,3,1,1,1,1
82162,5,3,1,4,1,1
82163,25,3,6,7,3,6
82164,999,3,1,-1,1,1
82166,999,3,4,2,2,4
82167,42,3,12,14,10,11
82168,40,3,32,34,14,30
82170,40,3,22,22,8,20
82172,32,3,1,3,1,1
82173,3,3,2,2,2,2
82176,37,3,15,17,5,14
82178,35,3,24,25,8,22
82184,25,3,3,3,1,3
82186,8,3,1,2,1,1
82189,40,3,12,21,8,11
82190,24,3,10,12,5,10
82192,9,3,1,1,1,1
82193,7,3,4,8,2,4
82194,38,3,3,9,2,2
82197,9,3,1,1,1,1
82199,9,3,2,2,2,2
82203,8,3,1,1,1,1
82206,999,3,1,1,1,1
82207,8,3,2,2,1,2
82210,33,3,10,11,6,9
82212,8,3,2,3,2,2
82214,31,3,9,9,6,9
82215,8,3,1,2,1,1
82216,43,3,8,8,4,7
82217,21,3,3,5,3,3
82221,8,3,3,3,3,3
82225,27,3,3,4,1,3
82227,22,3,1,1,1,1
82230,8,3,3,3,2,3
82233,37,3,9,10,7,9
82236,34,3,4,4,3,3
82239,4,3,1,1,1,1
82240,999,3,4,-2,3,4
82241,39,3,7,7,4,7
82242,8,3,2,2,2,2
82247,39,3,6,6,5,5
82248,39,3,8,8,5,7
82252,38,3,5,7,2,4
82257,3,3,2,2,1,2
82259,7,3,7,8,6,7
82261,15,3,8,8,6,7
82262,999,3,1,-1,1,1
82264,8,3,1,1,1,1
82266,40,3,40,42,10,34
82267,32,3,6,6,3,6
82269,999,3,3,-1,3,3
82270,25,3,5,7,3,4
82273,8,3,2,3,2,2
82274,25,3,3,3,1,2
82275,36,3,8,10,5,6
82278,33,3,4,7,3,4
82283,7,3,3,4,2,3
82284,9,3,1,1,1,1
82285,8,3,1,1,1,1
82287,37,3,9,9,4,9
82288,999,3,4,-3,3,4
82289,999,3,3,0,2,3
82290,30,3,3,3,3,3
82291,7,3,5,5,4,5
82292,7,3,7,7,3,7
82294,8,3,1,1,1,1
82296,24,3,8,8,4,7
82297,39,3,4,4,4,3
82299,40,3,26,36,12,22
82301,36,3,4,5,2,3
82303,8,3,1,2,1,1
82304,4,3,2,2,2,2
82306,7,3,3,4,2,3
82308,999,3,0,-1,1,0
82309,39,3,7,7,4,7
82310,9,3,3,3,2,3
82312,3,3,1,1,1,1
82313,7,3,1,1,1,1
82314,28,3,3,4,1,2
82315,33,3,6,6,1,6
82317,3,3,2,2,1,2
82318,3,3,1,1,1,1
82322,999,3,2,-2,2,2
82324,5,3,1,2,1,1
82325,3,3,2,2,1,2
82327,6,3,4,4,3,3
82329,8,3,1,3,1,1
82332,35,3,4,4,1,2
82334,7,3,3,3,2,3
82335,9,3,3,3,1,1
82336,40,3,21,24,9,19
82339,8,3,1,1,1,1
82340,999,3,2,0,2,2
82341,8,3,3,3,3,3
82344,5,3,2,2,1,2
82345,39,3,4,6,2,4
82351,42,3,6,9,3,6
82352,7,3,4,4,4,4
82353,18,3,6,6,4,5
82355,35,3,1,1,1,1
82356,5,3,0,1,1,0
82357,9,3,3,3,2,2
82360,8,3,2,2,2,2
82365,6,3,1,1,1,1
82368,5,3,1,1,1,1
82369,8,3,2,2,2,2
82370,25,3,8,8,3,7
82372,24,3,3,6,3,3
82374,24,3,27,28,10,25
82376,43,3,5,5,3,5
82377,25,3,8,8,6,8
82380,40,3,47,50,9,42
82381,6,3,3,3,3,3
82384,9,3,1,1,1,1
82394,9,3,1,1,1,1
82398,8,3,3,3,3,3
82399,39,3,5,5,2,3
82401,5,3,1,1,1,1
82403,36,3,12,12,5,12
82405,9,3,2,2,2,2
82406,42,3,11,11,6,10
82407,44,3,23,23,8,16
82408,39,3,13,14,7,11
82409,39,3,11,17,5,10
82410,15,3,3,4,2,3
82411,39,3,4,4,3,4
82413,33,3,11,14,6,10
82415,25,3,5,6,4,5
82416,8,3,2,2,2,2
82417,8,3,1,1,1,1
82418,999,3,1,-1,1,1
82419,9,3,1,1,1,1
82420,9,3,1,1,1,1
82423,25,3,4,4,3,3
82424,39,3,3,8,1,3
82426,5,3,2,4,3,2
82427,999,3,1,-1,1,1
82428,7,3,5,5,3,5
82433,35,3,4,4,2,4
82436,999,3,3,-3,3,3
82437,5,3,1,2,1,1
82443,38,3,3,4,2,3
82445,999,3,3,-3,1,2
82446,9,3,3,3,3,3
82448,7,3,6,10,1,5
82450,40,3,21,27,13,21
82451,32,3,5,6,3,4
82453,7,3,6,7,4,6
82454,25,3,5,5,3,3
82456,999,3,1,-1,1,1
82466,31,3,3,3,2,3
82471,999,3,2,0,1,2
82472,26,3,2,2,1,1
82473,8,3,1,2,1,1
82474,8,3,2,2,2,2
82476,999,3,1,1,1,1
82477,32,3,4,5,2,3
82479,38,3,3,4,2,3
82482,34,3,2,2,2,2
82483,28,3,1,1,1,1
82485,8,3,2,2,2,2
82487,25,3,3,3,2,3
82489,5,3,3,3,1,1
82491,8,3,2,2,2,2
82495,21,3,4,4,1,4
82496,8,3,1,1,1,1
82497,5,3,2,11,2,2
82509,5,3,5,5,2,5
82510,40,3,31,36,11,23
82511,40,3,31,37,12,28
82512,39,3,6,7,4,5
82516,22,3,3,3,3,3
82517,9,3,1,1,1,1
82520,39,3,4,5,4,4
82522,9,3,2,2,2,2
82523,39,3,13,15,4,8
82524,40,3,18,17,13,17
82525,3,3,1,1,1,1
82527,34,3,3,3,2,2
82528,20,3,4,10,3,4
82531,24,3,1,1,1,1
82536,8,3,1,1,1,1
82538,9,3,1,1,1,1
82539,37,3,6,6,3,6
82541,7,3,1,1,1,1
82546,9,3,1,1,1,1
82547,36,3,4,4,3,4
82550,7,3,4,4,4,4
82561,5,3,4,7,2,4
82562,42,3,11,13,6,10
82563,33,3,4,4,1,4
82567,8,3,1,1,1,1
82569,5,3,3,4,3,3
82570,8,3,3,3,3,3
82571,44,3,12,12,6,9
82572,35,3,5,5,3,4
82573,21,3,4,4,2,4
82574,39,3,11,11,8,11
82575,40,3,32,37,10,25
82578,28,3,3,5,2,3
82580,9,3,1,1,1,1
82581,9,3,2,2,2,2
82582,8,3,1,1,1,1
82583,9,3,1,1,1,1
82587,7,3,3,3,2,3
82591,25,3,3,3,2,3
82592,8,3,3,3,2,3
82595,999,3,4,-4,2,2
82596,37,3,6,14,3,6
82598,25,3,14,14,4,6
82599,20,3,9,9,1,8
82600,8,3,2,2,2,2
82601,8,3,2,2,2,2
82602,3,3,3,3,1,3
82603,25,3,3,3,3,3
82604,33,3,10,12,4,10
82605,40,3,28,28,17,27
82607,36,3,14,14,7,13
82610,8,3,1,1,1,1
82611,40,3,21,21,12,20
82612,31,3,2,2,1,2
82617,42,3,5,5,4,5
82621,999,3,2,-2,1,1
82622,9,3,1,1,1,1
82626,7,3,3,3,3,3
82629,8,3,3,3,3,3
82630,5,3,0,3,1,0
82633,7,3,3,9,3,3
82634,7,3,1,1,1,1
82639,35,3,7,8,3,6
82640,999,3,2,2,1,2
82641,999,3,1,1,1,1
82644,36,3,7,8,5,6
82645,34,3,4,13,2,2
82647,35,3,8,8,5,8
82648,9,3,1,2,1,1
82650,9,3,1,1,1,1
82656,41,3,7,9,6,7
82658,21,3,5,5,2,3
82660,9,3,2,2,2,2
82662,9,3,1,1,1,1
82663,39,3,10,10,5,7
82664,39,3,6,7,5,6
82666,5,3,0,4,1,0
82667,999,3,1,-1,1,1
82670,34,3,4,4,1,4
82671,9,3,3,3,3,3
82672,39,3,4,4,3,4
82673,8,3,1,1,1,1
82674,8,3,2,2,2,2
82676,9,3,2,2,2,2
82680,999,3,4,-4,2,3
82682,8,3,3,3,1,3
82683,9,3,2,2,2,2
82685,8,3,2,2,1,1
82687,19,3,2,2,1,2
82691,9,3,2,2,1,1
82692,40,3,47,49,15,46
82693,8,3,2,2,1,1
82694,36,3,1,1,1,1
82697,7,3,9,9,3,8
82698,42,3,28,31,12,24
82700,9,3,2,2,2,2
82703,7,3,3,3,3,3
82704,7,3,2,2,2,2
82707,27,3,3,3,2,3
82709,999,3,1,0,1,1
82710,33,3,4,5,2,4
82711,8,3,1,3,1,1
82713,5,3,1,1,1,1
82714,40,3,26,28,11,23
82716,3,3,3,3,2,3
82717,8,3,2,2,2,2
82719,33,3,11,12,5,10
82722,8,3,2,2,2,2
82724,8,3,1,1,1,1
82730,7,3,1,3,1,1
82731,3,3,1,1,1,1
82733,999,3,1,0,1,1
82736,35,3,5,6,1,2
82738,39,3,13,13,6,11
82739,40,3,23,36,8,17
82745,999,3,1,0,1,1
82748,39,3,10,14,6,8
82749,31,3,2,4,1,2
82754,5,3,4,4,3,4
82755,3,3,1,1,1,1
82756,999,3,2,-2,1,2
82758,999,3,4,0,2,4
82761,4,3,1,1,1,1
82764,35,3,1,1,1,1
82772,8,3,2,2,1,2
82774,39,3,7,9,4,7
82776,3,3,3,3,1,3
82777,40,3,31,38,13,30
82782,29,3,5,5,4,5
82783,44,3,9,11,7,8
82787,33,3,5,5,4,4
82788,999,3,1,-1,1,1
82789,44,3,11,11,6,10
82791,999,3,2,0,2,2
82792,39,3,4,4,3,3
82793,38,3,7,7,3,7
82795,36,3,9,10,4,8
82796,5,3,1,1,1,1
82797,3,3,1,1,1,1
82798,40,3,11,37,6,9
82799,8,3,1,1,1,1
82800,5,3,0,2,1,0
82803,27,3,4,4,2,4
82805,38,3,3,4,1,2
82808,3,3,2,2,1,2
82810,36,3,9,10,6,8
82813,25,3,4,4,3,4
82815,8,3,3,3,1,3
82816,32,3,6,6,3,6
82817,3,3,2,2,1,2
82818,5,3,5,8,2,5
82819,24,3,1,1,1,1
82820,28,3,6,7,4,5
82821,999,3,2,-2,2,2
82822,21,3,2,5,2,2
82824,8,3,1,1,1,1
82826,36,3,5,5,1,5
82827,40,3,45,59,8,32
82829,999,3,1,-1,1,1
82830,39,3,5,7,4,5
82831,36,3,8,8,4,7
82835,8,3,3,3,2,2
82837,6,3,1,1,1,1
82838,31,3,1,1,1,1
82842,39,3,9,9,4,8
82843,32,3,5,8,1,1
82844,8,3,1,1,1,1
82845,8,3,3,3,3,3
82846,9,3,2,2,2,2
82847,44,3,10,11,7,10
82850,9,3,1,1,1,1
82852,8,3,1,1,1,1
82854,999,3,1,-1,1,1
82856,8,3,3,3,2,3
82857,35,3,4,5,3,4
82858,8,3,2,2,2,2
82860,7,3,1,1,1,1
82863,9,3,2,2,2,2
82865,999,3,1,-1,1,1
82867,24,3,4,5,2,3
82872,39,3,12,12,8,12
82873,25,3,4,4,2,4
82878,999,3,1,-1,1,1
82879,42,3,5,5,4,5
82880,8,3,3,3,3,3
82881,39,3,19,19,10,18
82882,31,3,3,3,3,3
82883,36,3,5,5,5,5
82886,3,3,2,2,1,2
82887,24,3,4,4,1,4
82888,34,3,28,36,9,16
82892,37,3,50,55,7,42
82893,15,3,13,28,4,8
82894,36,3,9,9,4,8
82898,31,3,2,2,1,2
82899,34,3,4,4,3,4
82900,38,3,18,18,6,17
82902,8,3,1,1,1,1
82904,8,3,1,1,1,1
82906,39,3,11,11,6,11
82908,4,3,2,2,1,2
82910,35,3,5,7,3,5
82911,39,3,7,9,5,5
82912,5,3,3,5,2,3
82913,5,3,1,2,1,1
82914,35,3,5,8,3,3
82915,7,3,1,1,1,1
82916,9,3,3,3,3,3
82918,37,3,2,2,2,2
82919,8,3,3,3,2,3
82920,38,3,6,6,3,6
82921,39,3,8,12,3,6
82923,28,3,12,16,3,9
82924,999,3,1,-1,1,1
82926,8,3,3,3,2,3
82927,5,3,2,2,2,2
82930,7,3,2,2,1,1
82935,7,3,4,5,3,4
82941,8,3,1,1,1,1
82946,999,3,2,0,2,2
82948,7,3,3,3,3,3
82949,9,3,1,1,1,1
82950,5,3,1,5,2,1
82951,42,3,4,4,4,4
82956,999,3,1,0,1,1
82960,21,3,7,8,4,6
82963,9,3,2,2,2,2
82964,4,3,5,5,5,5
82966,25,3,3,3,2,3
82967,5,3,3,3,3,3
82971,24,3,1,1,1,1
82972,999,3,1,-1,1,1
82974,37,3,7,10,4,7
82975,3,3,2,2,2,2
82976,39,3,6,6,5,6
82977,24,3,20,23,6,18
82979,39,3,8,9,5,7
82980,36,3,6,6,3,6
82984,999,3,1,-1,1,1
82985,8,3,2,2,2,2
82986,7,3,2,2,2,2
82988,8,3,2,2,1,1
82992,8,3,1,1,1,1
82996,39,3,14,14,9,14
82997,19,3,1,1,1,1
83003,3,3,1,1,1,1
83004,8,3,1,1,1,1
83006,8,3,1,1,1,1
83010,8,3,2,3,2,2
83013,38,3,6,8,5,6
83014,39,3,13,15,5,11
83020,39,3,10,10,6,9
83024,40,3,20,22,9,19
83025,9,3,2,2,2,2
83026,9,3,1,1,1,1
83027,24,3,7,7,5,7
83028,7,3,2,2,2,2
83033,39,3,2,6,2,2
83034,5,3,4,4,3,4
83035,7,3,2,2,2,2
83040,40,3,20,23,5,16
83041,39,3,18,19,10,16
83042,3,3,2,2,2,2
83044,9,3,2,2,2,2
83045,44,3,12,10,8,11
83046,9,3,3,3,2,3
83047,22,3,3,3,3,3
83049,33,3,21,22,6,15
83051,19,3,1,1,1,1
83053,999,3,1,1,1,1
83057,5,3,6,7,3,6
83059,8,3,2,2,1,2
83062,33,3,3,3,2,3
83064,999,3,10,-18,2,5
83065,8,3,3,3,1,3
83067,40,3,46,55,16,40
83068,24,3,12,14,5,10
83069,8,3,2,3,1,1
83070,36,3,8,8,4,8
83071,20,3,6,9,2,6
83072,36,3,4,4,2,4
83073,35,3,7,11,3,6
83074,24,3,2,2,2,2
83075,25,3,3,4,2,3
83077,9,3,1,1,1,1
83082,15,3,4,5,3,4
83083,8,3,3,3,2,3
83084,36,3,11,11,5,9
83085,37,3,28,29,9,26
83088,37,3,13,15,5,13
83090,36,3,6,8,5,6
83091,6,3,3,3,3,3
83092,36,3,12,10,5,11
83094,39,3,13,13,7,12
83095,9,3,1,1,1,1
83097,37,3,35,41,10,24
83098,9,3,1,1,1,1
83103,7,3,2,2,2,2
83105,9,3,2,2,1,2
83109,5,3,1,1,1,1
83111,30,3,3,3,2,3
83112,8,3,2,2,1,2
83114,38,3,14,16,6,10
83115,24,3,7,7,2,4
83116,999,3,1,-3,1,1
83119,999,3,1,-1,1,1
83120,39,3,14,14,9,14
83129,15,3,15,24,4,10
83130,33,3,5,5,3,5
83132,9,3,1,1,1,1
83135,5,3,2,3,1,2
83136,3,3,2,2,1,2
83138,999,3,1,-1,1,1
83141,39,3,10,11,7,9
83143,24,3,7,7,5,7
83145,36,3,9,9,5,8
83147,8,3,3,3,1,3
83150,7,3,3,3,2,3
83151,42,3,8,8,7,8
83153,39,3,14,14,8,13
83154,999,3,2,0,2,2
83157,3,3,2,2,1,2
83161,3,3,3,3,3,3
83163,9,3,1,1,1,1
83165,35,3,7,7,4,7
83166,40,3,18,21,8,17
83171,999,3,1,-1,1,1
83172,39,3,4,5,4,4
83176,9,3,2,2,2,2
83177,9,3,1,1,1,1
83178,15,3,4,8,2,3
83181,24,3,11,9,4,9
83182,9,3,1,2,1,1
83183,5,3,1,1,1,1
83184,9,3,2,2,2,2
83186,9,3,1,1,1,1
83188,5,3,0,1,1,0
83189,9,3,2,2,2,2
83190,37,3,15,32,5,11
83191,25,3,1,2,1,1
83194,999,3,2,0,2,2
83195,999,3,4,-4,2,4
83196,5,3,2,3,1,1
83198,8,3,2,2,1,2
83200,25,3,5,5,4,5
83201,25,3,6,6,4,6
83203,40,3,22,23,10,20
83204,999,3,1,-1,1,1
83205,21,3,2,2,2,2
83206,5,3,3,5,3,3
83209,5,3,1,1,1,1
83212,15,3,6,6,2,3
83213,32,3,5,5,1,3
83214,9,3,1,1,1,1
83215,3,3,2,2,1,2
83216,25,3,2,2,2,2
83220,8,3,1,1,1,1
83221,32,3,1,3,1,1
83222,999,3,2,0,1,1
83223,25,3,4,5,3,4
83227,32,3,1,4,1,1
83228,7,3,3,3,3,3
83230,999,3,1,-1,1,1
83232,32,3,4,14,1,1
83236,42,3,4,4,4,4
83237,39,3,6,6,4,6
83238,21,3,5,5,2,5
83239,43,3,4,4,4,4
83241,3,3,2,2,2,2
83242,7,3,4,4,4,4
83243,999,3,1,-1,1,1
83244,36,3,5,5,4,5
83245,3,3,3,3,3,3
83247,25,3,5,7,2,4
83249,36,3,4,5,3,4
83250,42,3,7,9,4,6
83251,37,3,8,9,5,7
83252,999,3,2,2,1,2
83253,999,3,1,0,1,1
83254,37,3,14,19,5,13
83257,37,3,16,26,9,14
83260,8,3,1,1,1,1
83263,8,3,1,2,1,1
83265,5,3,11,11,5,7
83266,6,3,2,2,2,2
83268,7,3,1,1,1,1
83269,39,3,4,4,4,4
83270,9,3,1,1,1,1
83271,42,3,10,13,6,7
83272,34,3,5,7,1,4
83273,999,3,1,-1,1,1
83274,37,3,7,9,4,7
83276,35,3,9,14,5,8
83278,22,3,10,11,7,10
83280,42,3,10,11,7,9
83283,39,3,12,15,6,11
83284,999,3,1,-1,1,1
83285,999,3,2,2,1,2
83286,40,3,28,31,8,17
83291,9,3,3,3,2,2
83294,8,3,2,2,1,2
83296,40,3,69,78,12,60
83306,37,3,57,71,10,49
83307,24,3,8,8,3,5
83308,8,3,1,1,1,1
83310,25,3,5,5,1,2
83312,8,3,1,1,1,1
83313,8,3,3,3,2,3
83314,7,3,2,2,2,2
83319,8,3,2,2,2,2
83322,3,3,2,2,1,2
83324,36,3,10,10,4,7
83325,999,3,1,-1,1,1
83327,42,3,9,14,5,8
83331,15,3,5,5,3,5
83335,9,3,2,2,2,2
83337,5,3,6,6,3,6
83338,31,3,1,1,1,1
83341,6,3,2,4,2,2
83344,36,3,3,4,2,2
83345,37,3,5,6,3,5
83346,39,3,15,18,7,12
83351,3,3,2,2,1,2
83353,38,3,12,12,6,12
83356,8,3,2,2,2,2
83357,6,3,4,6,3,3
83359,3,3,3,3,2,3
83360,8,3,1,1,1,1
83363,5,3,0,2,1,0
83366,40,3,29,30,9,28
83367,999,3,1,-1,1,1
83369,9,3,2,2,2,2
83370,25,3,5,5,3,3
83372,40,3,28,35,15,25
83375,7,3,1,1,1,1
83381,999,3,3,1,1,3
83382,44,3,15,16,10,12
83383,31,3,1,1,1,1
83385,25,3,7,7,3,7
83387,36,3,14,14,4,11
83388,7,3,1,1,1,1
83390,39,3,10,10,7,10
83391,38,3,13,16,6,13
83393,38,3,10,10,5,9
83394,39,3,10,10,5,7
83395,39,3,12,16,4,10
83396,999,3,0,1,0,0
83398,39,3,6,6,5,5
83403,44,3,13,13,7,13
83404,22,3,4,4,1,3
83405,25,3,6,6,3,6
83407,24,3,1,1,1,1
83410,38,3,8,10,4,7
83411,43,3,7,9,6,7
83413,9,3,2,3,2,2
83415,25,3,5,5,4,5
83416,999,3,2,-2,1,2
83417,37,3,3,4,3,3
83418,7,3,2,2,1,2
83419,999,3,3,0,1,3
83420,8,3,1,2,1,1
83422,25,3,13,14,3,8
83426,40,3,53,63,13,42
83427,3,3,2,2,1,2
83428,33,3,7,11,3,4
83429,999,3,1,1,1,1
83434,30,3,9,9,3,9
83436,6,3,2,2,1,1
83437,36,3,10,16,5,9
83440,37,3,3,3,2,3
83441,9,3,2,2,1,2
83444,36,3,12,13,6,9
83445,7,3,2,2,2,2
83446,999,3,2,2,1,2
83447,9,3,1,2,1,1
83448,39,3,13,13,7,13
83450,22,3,6,7,4,6
83451,36,3,4,4,2,4
83454,38,3,3,4,2,2
83456,9,3,2,2,2,2
83462,8,3,2,2,2,2
83464,39,3,3,5,3,3
83465,38,3,6,5,3,5
83467,8,3,1,1,1,1
83468,999,3,3,-1,2,3
83472,43,3,4,5,3,4
83473,8,3,1,1,1,1
83474,40,3,28,32,13,27
83476,8,3,2,2,2,2
83477,8,3,1,1,1,1
83484,24,3,2,2,2,2
83485,8,3,1,1,1,1
83488,40,3,19,24,8,17
83489,3,3,2,2,1,2
83490,5,3,0,1,1,0
83494,39,3,7,7,5,6
83496,34,3,4,4,4,4
83498,42,3,4,4,3,4
83500,41,3,8,9,6,7
83501,28,3,2,2,2,2
83503,33,3,12,14,6,11
83504,40,3,24,24,10,22
83505,39,3,13,13,5,13
83506,8,3,3,3,2,3
83507,7,3,2,2,2,2
83511,8,3,3,3,3,3
83513,7,3,6,6,4,6
83514,38,3,3,4,3,3
83516,999,3,1,-1,1,1
83517,3,3,2,4,1,2
83518,39,3,7,7,4,7
83519,39,3,12,13,6,11
83520,25,3,5,5,1,5
83522,18,3,1,1,1,1
83523,8,3,2,2,1,1
83524,3,3,2,2,1,2
83526,39,3,4,4,3,4
83527,37,3,51,52,8,48
83532,8,3,3,3,3,3
83534,40,3,22,24,8,18
83537,39,3,11,11,5,9
83538,999,3,1,-1,1,1
83540,31,3,3,3,1,3
83546,32,3,5,5,4,5
83547,999,3,3,-4,3,3
83548,21,3,8,8,3,7
83551,24,3,3,3,2,3
83552,8,3,2,2,2,2
83553,42,3,7,9,5,7
83557,3,3,1,1,1,1
83560,39,3,8,8,3,7
83561,999,3,1,-1,1,1
83562,39,3,4,4,2,4
83564,40,3,27,27,10,19
83565,36,3,4,4,1,4
83566,3,3,1,1,1,1
83568,36,3,5,5,3,5
83571,9,3,1,1,1,1
83575,35,3,5,5,3,4
83578,36,3,7,10,4,7
83580,40,3,40,49,11,34
83583,39,3,7,8,3,6
83587,33,3,7,7,2,7
83588,38,3,14,14,4,13
83589,27,3,2,5,1,2
